,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,zipcode,sqft_living15,sqft_lot15,city,bathrooms_per_bedroom
78,12.736700896592344,3,1.75,1880,11249,1.0,NONE,Average,7,1330,1985,98001,1870,14547,Auburn,0.5833333333333334
79,13.049792684569493,3,3.0,2290,15600,1.0,NONE,Average,8,1420,1948,98001,1890,14143,Auburn,1.0
80,12.608198852372823,4,2.5,2400,6078,2.0,NONE,Average,8,2400,2001,98001,2406,7642,Auburn,0.625
81,12.196022309676673,4,1.75,2080,7200,1.0,NONE,Good,7,1050,1966,98001,1500,7350,Auburn,0.4375
82,12.037653993905211,3,1.0,910,7686,1.0,NONE,Average,7,910,1969,98001,1020,7686,Auburn,0.3333333333333333
83,12.429216196844383,3,2.0,1170,7258,1.0,NONE,Average,7,1170,1984,98001,1410,7750,Auburn,0.6666666666666666
84,12.468436909997665,4,1.5,1540,7300,2.0,NONE,Average,7,1540,1973,98001,1580,7650,Auburn,0.375
85,12.468436909997665,3,1.75,2170,10018,1.0,NONE,Good,7,1630,1978,98001,2049,15263,Auburn,0.5833333333333334
86,12.971540487669746,5,2.5,3860,42733,1.0,GOOD,Good,8,2300,1955,98001,2520,19353,Auburn,0.5
87,12.733755386362587,4,2.5,2900,6918,2.0,NONE,Average,8,2900,2001,98001,2720,10376,Auburn,0.625
88,12.2783933071098,4,2.5,2130,4496,2.0,NONE,Average,7,2130,2004,98001,3220,5400,Auburn,0.625
89,12.345834587905333,3,1.0,1140,9639,1.0,NONE,Good,7,1140,1967,98001,1140,9639,Auburn,0.3333333333333333
90,12.560244459250788,4,2.5,2200,9397,2.0,NONE,Average,8,2200,1987,98001,2310,9176,Auburn,0.625
91,12.533576212168626,3,2.25,1820,19602,1.0,NONE,Good,7,1820,1964,98001,1520,8773,Auburn,0.75
92,12.468436909997665,3,2.0,1630,8018,1.0,NONE,Average,7,1630,2003,98001,1610,8397,Auburn,0.6666666666666666
93,13.369067193127552,4,2.5,3380,75794,2.0,NONE,Average,10,3380,1997,98001,3710,17913,Auburn,0.625
94,12.948009990259552,4,2.5,2480,8626,2.0,NONE,Average,10,2480,2001,98001,2990,9033,Auburn,0.625
95,12.524526376648708,4,2.75,2060,7350,1.0,NONE,Average,7,1210,1978,98001,1940,7420,Auburn,0.6875
96,12.388185847286392,3,2.25,1560,8280,2.0,NONE,Good,7,1560,1979,98001,1920,8120,Auburn,0.75
97,12.388185847286392,3,1.0,1900,33888,1.5,NONE,Good,5,1900,1942,98001,1430,19200,Auburn,0.3333333333333333
98,12.56374708980199,4,2.5,2060,16000,2.0,NONE,Average,6,2060,1993,98001,1530,8000,Auburn,0.625
99,12.542544882151386,2,1.75,1894,52769,1.5,NONE,Good,6,1520,1936,98001,1820,50529,Auburn,0.875
100,12.445089546000673,5,2.0,2080,16117,1.0,NONE,Very Good,7,1740,1959,98001,1510,13068,Auburn,0.4
101,12.230277334226992,3,2.0,1390,8245,1.0,NONE,Fair,7,1390,1984,98001,1260,8245,Auburn,0.6666666666666666
102,13.652991628466498,4,2.75,5440,239580,1.0,NONE,Fair,9,2720,1969,98001,1970,40392,Auburn,0.6875
103,12.487485104968359,4,1.5,1580,8468,2.0,NONE,Good,7,1580,1971,98001,1580,8260,Auburn,0.375
104,12.072541252905651,3,1.75,1230,13056,1.0,NONE,Good,7,1230,1962,98001,1690,15750,Auburn,0.5833333333333334
105,12.504323669331189,4,2.25,1700,7056,2.0,NONE,Average,7,1700,1999,98001,1650,6025,Auburn,0.5625
106,12.56602072690536,3,2.5,1830,4997,2.0,NONE,Average,7,1830,2004,98001,2488,4998,Auburn,0.8333333333333334
107,12.506177237980511,3,2.5,1770,8640,1.0,NONE,Average,7,1420,1986,98001,1894,7974,Auburn,0.8333333333333334
108,12.936033799212835,2,1.0,1050,60113,1.0,NONE,Good,7,1050,1943,98001,1380,27442,Auburn,0.5
109,12.392552212472792,3,2.0,1770,7000,1.0,NONE,Average,7,1770,1986,98001,1510,10462,Auburn,0.6666666666666666
110,12.618182296357007,4,2.5,1740,7895,2.0,NONE,Average,7,1740,1999,98001,1720,6813,Auburn,0.625
111,12.487485104968359,4,1.5,2050,7100,1.0,NONE,Average,7,1050,1963,98001,1950,7350,Auburn,0.375
112,13.016753941879633,3,2.25,2520,78408,2.0,NONE,Average,9,2520,1988,98001,1490,29972,Auburn,0.75
113,12.479909311159902,3,2.5,1720,6847,2.0,NONE,Average,7,1720,1987,98001,1610,7790,Auburn,0.8333333333333334
114,12.858397831569864,5,2.75,3220,8160,2.0,NONE,Average,9,3220,1999,98001,2876,11521,Auburn,0.55
115,12.154779351142624,3,2.25,1590,11745,1.0,NONE,Average,7,1090,1978,98001,1540,12530,Auburn,0.75
116,12.122691036591123,3,1.75,1490,10125,1.0,NONE,Good,7,1490,1962,98001,2488,4981,Auburn,0.5833333333333334
117,12.449018824140563,4,2.5,2163,5882,2.0,NONE,Average,7,2163,2006,98001,1760,9600,Auburn,0.625
118,12.301382825334498,3,1.5,1600,10548,1.0,NONE,Good,7,1600,1962,98001,2880,13609,Auburn,0.5
119,11.982929094215963,3,1.75,1610,7392,1.0,NONE,Good,7,1610,1964,98001,1450,7392,Auburn,0.5833333333333334
120,12.834681304952548,4,2.0,2270,18450,1.0,NONE,Average,7,2270,1961,98001,2150,18450,Auburn,0.5
121,12.323855681186558,3,1.75,1580,14400,1.0,NONE,Good,7,1580,1981,98001,1480,9600,Auburn,0.5833333333333334
122,12.468052220629582,4,2.75,1560,8820,1.0,GOOD,Average,7,1060,1979,98001,2140,7800,Auburn,0.6875
123,12.468436909997665,5,2.25,2320,6375,1.0,NONE,Good,7,1270,1967,98001,1760,7600,Auburn,0.45
124,12.043553716032399,2,1.0,1280,21750,1.5,NONE,Very Good,6,1280,1912,98001,1520,21750,Auburn,0.5
125,12.666657052859417,4,2.5,2160,8049,2.0,NONE,Average,9,2160,1988,98001,2490,8995,Auburn,0.625
126,12.721885810807203,4,2.5,2610,4781,2.0,NONE,Average,8,2610,2009,98001,2583,4796,Auburn,0.625
127,12.79246945614324,4,2.75,2140,10316,2.0,NONE,Average,8,2140,1993,98001,1920,11337,Auburn,0.6875
128,12.421184025147118,3,1.75,1330,9831,1.0,NONE,Average,7,1330,1987,98001,1330,7500,Auburn,0.5833333333333334
129,12.487485104968359,3,1.5,1780,10196,1.0,NONE,Good,7,1270,1967,98001,1320,7875,Auburn,0.5
130,12.2783933071098,3,1.75,1210,8075,1.0,NONE,Good,6,1210,1983,98001,1310,8025,Auburn,0.5833333333333334
131,11.842229212112828,3,1.0,1100,17334,1.0,NONE,Average,7,1100,1978,98001,1530,18694,Auburn,0.3333333333333333
132,12.201708134895085,3,1.0,860,33664,1.0,NONE,Good,6,860,1955,98001,1290,18287,Auburn,0.3333333333333333
133,12.560244459250788,4,2.5,2434,4400,2.0,NONE,Average,8,2434,2007,98001,2434,4400,Auburn,0.625
134,12.542544882151386,4,2.0,2190,14439,1.0,NONE,Good,7,1180,1977,98001,2160,14439,Auburn,0.5
135,12.388394202324129,4,1.75,1880,9600,1.0,NONE,Very Good,7,1020,1946,98001,1560,14400,Auburn,0.4375
136,12.273731294003989,3,2.5,1600,2231,2.0,NONE,Average,7,1600,2003,98001,1600,2962,Auburn,0.8333333333333334
137,12.524526376648708,3,2.5,2497,4400,2.0,NONE,Average,8,2497,2007,98001,2434,4400,Auburn,0.8333333333333334
138,12.520883385370206,5,1.75,1950,8720,1.0,NONE,Average,7,1050,1962,98001,1660,8030,Auburn,0.35
139,12.229300771649381,4,2.0,1670,9987,1.0,NONE,Average,7,1670,1967,98001,1640,7280,Auburn,0.5
140,12.038245534886672,3,2.0,1050,18304,1.0,NONE,Good,7,1050,1953,98001,1690,15675,Auburn,0.6666666666666666
141,12.429216196844383,3,2.0,1050,18304,1.0,NONE,Good,7,1050,1953,98001,1690,15675,Auburn,0.6666666666666666
142,12.821258284620408,3,1.75,1620,37913,2.0,NONE,Good,7,1620,1953,98001,2190,21518,Auburn,0.5833333333333334
143,13.256019762217003,4,2.25,2810,25990,2.0,NONE,Average,8,1860,1959,98001,2020,16140,Auburn,0.5625
144,12.114505452004684,3,2.25,1830,4744,2.0,NONE,Average,7,1830,1997,98001,1670,8001,Auburn,0.75
145,13.221067790276669,3,2.5,2507,18400,2.0,NONE,Average,8,2507,2006,98001,1520,14709,Auburn,0.8333333333333334
146,12.431613321444106,4,2.5,1930,8660,1.0,NONE,Average,7,1120,1981,98001,1830,9591,Auburn,0.625
147,13.202098345423183,3,1.75,2320,55847,1.0,AVERAGE,Good,8,2320,1960,98001,2400,26112,Auburn,0.5833333333333334
148,12.621488084491506,4,2.25,2560,8927,1.0,NONE,Average,7,1790,1976,98001,1920,9669,Auburn,0.5625
149,12.206072645530174,2,1.0,1730,9610,1.0,NONE,Average,7,1380,1962,98001,1310,9812,Auburn,0.5
150,12.296827008798639,3,1.5,1200,12000,1.0,NONE,Average,7,1200,1986,98001,1200,9405,Auburn,0.5
151,12.323855681186558,3,1.0,1120,10665,1.0,NONE,Good,6,1120,1961,98001,1240,10639,Auburn,0.3333333333333333
152,12.793859310432293,4,2.5,2390,7056,2.0,NONE,Average,9,2390,1990,98001,2590,7801,Auburn,0.625
153,11.732060994886899,2,1.0,840,6480,1.0,NONE,Good,5,840,1954,98001,1100,7300,Auburn,0.5
154,12.58621994565405,4,2.5,1610,4568,2.0,NONE,Average,7,1610,2006,98001,1834,4604,Auburn,0.625
155,12.506177237980511,4,1.75,1850,7350,1.0,NONE,Average,7,1050,1965,98001,1450,7250,Auburn,0.4375
156,12.628067055589549,2,1.0,1960,186872,1.5,NONE,Good,6,1960,1936,98001,1650,19200,Auburn,0.5
157,12.560244459250788,3,2.5,1590,9736,2.0,NONE,Average,7,1590,1985,98001,1580,7500,Auburn,0.8333333333333334
158,12.388185847286392,3,2.5,1560,4800,2.0,NONE,Good,7,1560,1974,98001,1510,12240,Auburn,0.8333333333333334
159,12.330500223905226,3,2.0,1560,7000,1.0,NONE,Good,7,1560,1968,98001,1560,7200,Auburn,0.6666666666666666
160,12.821258284620408,5,3.0,2670,9920,1.0,NONE,Average,8,1400,1990,98001,1890,10341,Auburn,0.6
161,12.421184025147118,4,3.0,2163,5883,2.0,NONE,Average,7,2163,2006,98001,1700,10143,Auburn,0.75
162,12.736700896592344,4,2.5,2550,7555,2.0,NONE,Average,8,2550,2001,98001,2550,6800,Auburn,0.625
163,12.380025952653611,3,1.5,1360,7488,1.0,NONE,Good,7,1050,1975,98001,1580,7508,Auburn,0.5
164,12.429216196844383,3,2.0,1660,13085,1.0,NONE,Average,7,1010,1985,98001,1660,7778,Auburn,0.6666666666666666
165,12.250089530946948,3,1.75,1250,8084,1.0,NONE,Good,7,1250,1967,98001,1340,7680,Auburn,0.5833333333333334
166,12.926348493478372,4,2.0,2370,76665,2.0,NONE,Good,8,2370,1978,98001,2110,19334,Auburn,0.5
167,12.343658308482738,3,1.5,1810,14400,1.0,NONE,Good,7,1810,1954,98001,1710,12000,Auburn,0.5
168,12.644327576461329,3,1.75,1880,30346,1.0,NONE,Average,8,1880,1988,98001,2260,5883,Auburn,0.5833333333333334
169,12.449018824140563,3,1.0,1710,12000,1.0,NONE,Good,7,1710,1972,98001,1310,9600,Auburn,0.3333333333333333
170,12.542544882151386,4,2.5,2400,4596,2.0,NONE,Average,8,2400,2004,98001,2230,4763,Auburn,0.625
171,12.948009990259552,5,2.25,3070,64033,1.0,NONE,Average,9,2730,1983,98001,1560,28260,Auburn,0.45
172,12.4529327234617,3,2.5,1570,5113,1.0,NONE,Average,7,1090,1996,98001,1570,5150,Auburn,0.8333333333333334
173,12.41673867533327,3,1.5,1370,9800,1.0,NONE,Very Good,7,1370,1968,98001,1370,9800,Auburn,0.5
174,12.205822614274965,2,1.75,870,18537,1.0,NONE,Good,6,870,1946,98001,1300,22800,Auburn,0.875
175,12.358793732547838,4,2.0,2130,9579,1.0,NONE,Good,7,1250,1968,98001,1590,9800,Auburn,0.5
176,12.6112043647371,3,2.25,2100,8163,2.0,NONE,Average,7,2100,1984,98001,1410,7515,Auburn,0.75
177,12.61153442029945,3,2.5,2380,9719,2.0,NONE,Average,8,2380,2001,98001,2830,11505,Auburn,0.8333333333333334
178,12.092343880201831,3,1.0,900,10511,1.0,NONE,Good,6,900,1961,98001,1460,10643,Auburn,0.3333333333333333
179,12.354492650648448,3,1.5,1460,15000,1.0,NONE,Average,7,1460,1966,98001,1510,15000,Auburn,0.5
180,12.513263184369997,3,2.0,1410,10248,1.0,NONE,Average,7,1410,1985,98001,2090,9414,Auburn,0.6666666666666666
181,12.456831363877356,4,1.5,1400,8500,2.0,NONE,Average,7,1400,1975,98001,1580,7650,Auburn,0.375
182,12.254862809699606,4,2.25,1500,5393,2.0,NONE,Average,7,1500,1999,98001,1700,5917,Auburn,0.5625
183,12.417143615610113,5,2.0,1590,9350,1.0,NONE,Very Good,7,1060,1962,98001,1460,8210,Auburn,0.4
184,11.652687407345388,1,2.0,1150,9812,1.0,NONE,Good,7,1150,1962,98001,1200,9812,Auburn,2.0
185,12.332705296463539,1,2.0,1150,9812,1.0,NONE,Good,7,1150,1962,98001,1200,9812,Auburn,2.0
186,12.196022309676673,3,1.75,1300,6318,1.0,NONE,Average,7,1300,1980,98001,1150,8002,Auburn,0.5833333333333334
187,12.132964173709535,3,1.0,940,10890,1.0,NONE,Good,5,940,1909,98001,1370,10255,Auburn,0.3333333333333333
188,12.367340793126296,4,1.5,2070,7245,1.0,NONE,Good,7,1060,1964,98001,1450,7350,Auburn,0.375
189,12.159232578684355,4,1.5,1370,7904,1.0,NONE,Average,7,900,1970,98001,1370,7900,Auburn,0.375
190,12.660169175050076,4,1.75,1890,9623,1.0,NONE,Good,7,1290,1969,98001,1510,9711,Auburn,0.4375
191,12.128111104060462,3,1.0,1510,17040,1.0,NONE,Good,6,1510,1975,98001,1520,14000,Auburn,0.3333333333333333
192,12.066810578196666,2,1.0,900,13531,1.0,NONE,Average,6,900,1979,98001,1767,8308,Auburn,0.5
193,12.122691036591123,3,1.0,970,14850,1.0,NONE,Average,7,970,1968,98001,1410,14850,Auburn,0.3333333333333333
194,12.654277907314498,3,2.0,1730,12821,1.0,NONE,Average,8,1730,1994,98001,1980,11336,Auburn,0.6666666666666666
195,12.01974306733868,1,1.0,1120,17332,1.0,NONE,Average,7,1120,1988,98001,1280,17334,Auburn,1.0
196,12.013700752882718,3,1.0,1150,19200,1.0,NONE,Good,5,1150,1908,98001,1290,19200,Auburn,0.3333333333333333
197,11.794337924408413,3,1.0,1080,10500,1.0,NONE,Average,7,1080,1967,98001,1200,9607,Auburn,0.3333333333333333
198,12.577636201962656,4,2.5,2000,13300,1.0,NONE,Good,7,1200,1968,98001,1800,9810,Auburn,0.625
199,12.235631447771718,3,1.75,1140,9800,1.0,NONE,Good,7,1140,1968,98001,1370,9800,Auburn,0.5833333333333334
200,13.091904169919621,4,2.5,3710,15935,1.0,NONE,Average,10,2130,2005,98001,3674,17913,Auburn,0.625
201,13.122363377404328,5,3.0,3720,25474,2.0,EXCELLENT,Average,9,2090,1986,98001,1870,14547,Auburn,0.6
202,12.969212197910155,3,1.0,1540,37950,1.0,NONE,Good,7,1090,1959,98001,1820,24375,Auburn,0.3333333333333333
203,12.506177237980511,3,2.5,1808,19200,1.0,NONE,Average,8,1808,2005,98001,1450,14400,Auburn,0.8333333333333334
204,12.332705296463539,3,1.75,1510,9837,2.0,NONE,Average,7,1510,1989,98001,1470,8054,Auburn,0.5833333333333334
205,12.611537753638338,4,2.5,2600,8572,2.0,NONE,Average,8,2600,2003,98001,2170,5288,Auburn,0.625
206,12.211060187041213,3,1.0,1220,22443,1.0,NONE,Good,7,1220,1972,98001,1260,19950,Auburn,0.3333333333333333
207,12.826649133255284,5,2.5,2840,6010,2.0,NONE,Average,8,2840,2003,98001,2740,5509,Auburn,0.5
208,12.2783933071098,3,1.5,1100,33600,1.0,NONE,Average,7,1100,1967,98001,1570,32700,Auburn,0.5
209,12.205572520488492,5,1.75,1798,11232,1.0,NONE,Average,7,1798,1967,98001,1300,15582,Auburn,0.35
210,12.240474072247506,3,1.0,1980,18730,1.0,NONE,Good,7,1280,1943,98001,1356,9450,Auburn,0.3333333333333333
211,12.815702338354745,4,2.5,3030,9500,2.0,NONE,Average,8,3030,1989,98001,2650,9500,Auburn,0.625
212,12.478006361013815,3,1.75,2259,26831,1.5,GOOD,Very Good,7,1491,1908,98001,1980,15794,Auburn,0.5833333333333334
213,12.57418196709457,3,2.5,1970,9607,2.0,NONE,Average,7,1090,1988,98001,2020,9608,Auburn,0.8333333333333334
214,12.611537753638338,3,1.5,1810,8232,1.0,NONE,Average,8,1810,1988,98001,2260,8491,Auburn,0.5
215,12.68075282265981,4,2.5,2620,5457,2.0,NONE,Average,8,2620,2003,98001,2740,5816,Auburn,0.625
216,12.409013489526863,3,1.75,1920,9306,1.0,NONE,Average,7,1000,1984,98001,1860,8458,Auburn,0.5833333333333334
217,12.201060103706629,4,1.0,1220,11730,1.0,NONE,Good,7,1220,1960,98001,1270,9520,Auburn,0.25
218,12.072541252905651,3,1.5,1220,7300,1.0,NONE,Average,7,1220,1973,98001,1260,7347,Auburn,0.5
219,12.363076394339839,4,2.5,1820,8217,1.0,NONE,Average,7,1120,1987,98001,1310,8217,Auburn,0.625
220,12.367128004530962,3,2.0,1510,9153,1.0,NONE,Good,7,1510,1974,98001,1780,9286,Auburn,0.6666666666666666
221,12.052338545588132,3,1.0,1150,6480,1.5,NONE,Good,5,1150,1946,98001,1100,7300,Auburn,0.3333333333333333
222,12.365210866868471,4,2.5,1960,7875,1.0,NONE,Average,7,1220,1978,98001,2030,7650,Auburn,0.625
223,12.4130868149145,3,1.75,1440,11325,1.0,NONE,Good,8,1440,1966,98001,1440,20000,Auburn,0.5833333333333334
224,12.301382825334498,3,1.75,1290,8250,1.0,NONE,Average,7,1290,1983,98001,1410,7823,Auburn,0.5833333333333334
