,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,sqft_living15,sqft_lot15,city
175,233000.0,4,2.0,2130,9579,1.0,NONE,Good,7,1250,1968,1590,9800,Auburn
176,299900.0,3,2.25,2100,8163,2.0,NONE,Average,7,2100,1984,1410,7515,Auburn
177,299999.0,3,2.5,2380,9719,2.0,NONE,Average,8,2380,2001,2830,11505,Auburn
178,178500.0,3,1.0,900,10511,1.0,NONE,Good,6,900,1961,1460,10643,Auburn
179,232000.0,3,1.5,1460,15000,1.0,NONE,Average,7,1460,1966,1510,15000,Auburn
180,271920.0,3,2.0,1410,10248,1.0,NONE,Average,7,1410,1985,2090,9414,Auburn
181,257000.0,4,1.5,1400,8500,2.0,NONE,Average,7,1400,1975,1580,7650,Auburn
182,210000.0,4,2.25,1500,5393,2.0,NONE,Average,7,1500,1999,1700,5917,Auburn
183,247000.0,5,2.0,1590,9350,1.0,NONE,Very Good,7,1060,1962,1460,8210,Auburn
184,115000.0,1,2.0,1150,9812,1.0,NONE,Good,7,1150,1962,1200,9812,Auburn
185,227000.0,1,2.0,1150,9812,1.0,NONE,Good,7,1150,1962,1200,9812,Auburn
186,198000.0,3,1.75,1300,6318,1.0,NONE,Average,7,1300,1980,1150,8002,Auburn
187,185900.0,3,1.0,940,10890,1.0,NONE,Good,5,940,1909,1370,10255,Auburn
188,235000.0,4,1.5,2070,7245,1.0,NONE,Good,7,1060,1964,1450,7350,Auburn
189,190848.0,4,1.5,1370,7904,1.0,NONE,Average,7,900,1970,1370,7900,Auburn
190,314950.0,4,1.75,1890,9623,1.0,NONE,Good,7,1290,1969,1510,9711,Auburn
191,185000.0,3,1.0,1510,17040,1.0,NONE,Good,6,1510,1975,1520,14000,Auburn
192,174000.0,2,1.0,900,13531,1.0,NONE,Average,6,900,1979,1767,8308,Auburn
193,184000.0,3,1.0,970,14850,1.0,NONE,Average,7,970,1968,1410,14850,Auburn
194,313100.0,3,2.0,1730,12821,1.0,NONE,Average,8,1730,1994,1980,11336,Auburn
195,166000.0,1,1.0,1120,17332,1.0,NONE,Average,7,1120,1988,1280,17334,Auburn
196,165000.0,3,1.0,1150,19200,1.0,NONE,Good,5,1150,1908,1290,19200,Auburn
197,132500.0,3,1.0,1080,10500,1.0,NONE,Average,7,1080,1967,1200,9607,Auburn
198,290000.0,4,2.5,2000,13300,1.0,NONE,Good,7,1200,1968,1800,9810,Auburn
199,206000.0,3,1.75,1140,9800,1.0,NONE,Good,7,1140,1968,1370,9800,Auburn
200,485000.0,4,2.5,3710,15935,1.0,NONE,Average,10,2130,2005,3674,17913,Auburn
201,500000.0,5,3.0,3720,25474,2.0,EXCELLENT,Average,9,2090,1986,1870,14547,Auburn
202,429000.0,3,1.0,1540,37950,1.0,NONE,Good,7,1090,1959,1820,24375,Auburn
203,270000.0,3,2.5,1808,19200,1.0,NONE,Average,8,1808,2005,1450,14400,Auburn
204,227000.0,3,1.75,1510,9837,2.0,NONE,Average,7,1510,1989,1470,8054,Auburn
205,300000.0,4,2.5,2600,8572,2.0,NONE,Average,8,2600,2003,2170,5288,Auburn
206,201000.0,3,1.0,1220,22443,1.0,NONE,Good,7,1220,1972,1260,19950,Auburn
207,372000.0,5,2.5,2840,6010,2.0,NONE,Average,8,2840,2003,2740,5509,Auburn
208,215000.0,3,1.5,1100,33600,1.0,NONE,Average,7,1100,1967,1570,32700,Auburn
209,199900.0,5,1.75,1798,11232,1.0,NONE,Average,7,1798,1967,1300,15582,Auburn
210,207000.0,3,1.0,1980,18730,1.0,NONE,Good,7,1280,1943,1356,9450,Auburn
211,367950.0,4,2.5,3030,9500,2.0,NONE,Average,8,3030,1989,2650,9500,Auburn
212,262500.0,3,1.75,2259,26831,1.5,GOOD,Very Good,7,1491,1908,1980,15794,Auburn
213,289000.0,3,2.5,1970,9607,2.0,NONE,Average,7,1090,1988,2020,9608,Auburn
214,300000.0,3,1.5,1810,8232,1.0,NONE,Average,8,1810,1988,2260,8491,Auburn
215,321500.0,4,2.5,2620,5457,2.0,NONE,Average,8,2620,2003,2740,5816,Auburn
216,245000.0,3,1.75,1920,9306,1.0,NONE,Average,7,1000,1984,1860,8458,Auburn
217,199000.0,4,1.0,1220,11730,1.0,NONE,Good,7,1220,1960,1270,9520,Auburn
218,175000.0,3,1.5,1220,7300,1.0,NONE,Average,7,1220,1973,1260,7347,Auburn
219,234000.0,4,2.5,1820,8217,1.0,NONE,Average,7,1120,1987,1310,8217,Auburn
220,234950.0,3,2.0,1510,9153,1.0,NONE,Good,7,1510,1974,1780,9286,Auburn
221,171500.0,3,1.0,1150,6480,1.5,NONE,Good,5,1150,1946,1100,7300,Auburn
222,234500.0,4,2.5,1960,7875,1.0,NONE,Average,7,1220,1978,2030,7650,Auburn
223,246000.0,3,1.75,1440,11325,1.0,NONE,Good,8,1440,1966,1440,20000,Auburn
224,220000.0,3,1.75,1290,8250,1.0,NONE,Average,7,1290,1983,1410,7823,Auburn
225,229950.0,4,1.75,1300,21000,1.0,NONE,Good,7,1300,1969,2120,9920,Auburn
226,290000.0,5,2.5,2780,9652,1.0,NONE,Good,8,1390,1967,1790,9652,Auburn
227,250000.0,3,1.5,2030,14400,1.0,NONE,Good,7,1310,1969,1330,14400,Auburn
228,215500.0,3,2.0,1380,9000,2.0,NONE,Fair,7,1380,1946,1460,9732,Auburn
229,289000.0,2,1.75,2056,52333,1.0,NONE,Good,7,1048,1980,2220,6458,Auburn
230,234950.0,4,2.0,1450,7560,1.0,NONE,Average,7,1450,1967,1430,7560,Auburn
231,285000.0,4,2.5,2360,7350,1.0,NONE,Good,7,1440,1965,1450,7305,Auburn
232,335000.0,3,2.25,2060,47318,1.0,AVERAGE,Good,8,1600,1976,1870,19663,Auburn
233,220000.0,4,2.5,2160,8005,2.0,NONE,Average,7,2160,1993,1790,8016,Auburn
234,367300.0,4,2.75,2190,14937,2.0,NONE,Average,8,2190,1993,1920,11360,Auburn
235,535000.0,3,2.0,2740,23505,2.0,EXCELLENT,Average,10,2740,1988,2800,16400,Auburn
236,321000.0,3,2.5,2014,4500,2.0,NONE,Average,7,2014,2005,2014,4500,Auburn
237,230000.0,6,1.5,2140,36509,1.5,NONE,Good,8,2140,1903,1710,12000,Auburn
238,289950.0,3,2.5,1770,9450,1.0,NONE,Average,8,1770,1988,2200,8582,Auburn
239,250000.0,4,2.75,1830,6643,2.0,NONE,Average,8,1830,2001,2400,6472,Auburn
240,175000.0,3,1.0,1070,6164,1.0,NONE,Average,7,1070,1967,1320,7920,Auburn
241,360000.0,4,2.0,2680,18768,1.0,NONE,Very Good,8,2680,1965,1230,15750,Auburn
242,389000.0,3,1.75,2180,9220,1.0,NONE,Good,7,1090,1938,2050,22400,Auburn
243,100000.0,2,1.0,910,22000,1.0,NONE,Average,6,910,1956,1326,9891,Auburn
244,162500.0,3,1.5,1390,7417,1.0,NONE,Average,7,1390,1967,1390,7665,Auburn
245,205000.0,4,1.0,1340,7920,1.0,NONE,Good,7,1340,1970,1090,9600,Auburn
246,409000.0,4,2.75,3230,12651,2.0,NONE,Good,8,3230,2002,2550,12081,Auburn
247,172500.0,3,1.0,1140,8800,1.0,NONE,Average,7,1140,1972,1270,13560,Auburn
248,245000.0,4,2.25,2190,9113,2.0,NONE,Average,7,2190,1986,1570,8306,Auburn
249,276000.0,4,2.5,2068,7242,2.0,NONE,Good,7,2068,1976,1560,7524,Auburn
250,264500.0,3,1.5,1580,14040,1.0,NONE,Average,7,1050,1980,2240,12000,Auburn
251,154000.0,3,3.0,1530,9997,1.0,NONE,Average,6,1020,1992,1410,9997,Auburn
252,225000.0,3,1.0,1080,16000,1.0,NONE,Average,6,1080,1952,1610,10007,Auburn
253,215000.0,3,2.0,1760,9282,1.0,NONE,Very Good,7,1100,1947,1730,7500,Auburn
254,455000.0,4,2.5,3170,10688,2.0,AVERAGE,Average,9,3170,2001,3100,12610,Auburn
255,340000.0,4,2.5,2181,5521,2.0,NONE,Average,8,2181,2006,2333,5143,Auburn
256,212000.0,3,1.75,1470,8350,1.0,NONE,Average,7,1470,1990,1590,8182,Auburn
257,280000.0,3,2.5,1550,4486,2.0,NONE,Average,7,1550,2000,1700,4487,Auburn
258,274950.0,3,1.75,1840,16679,1.0,NONE,Average,8,1840,1989,1910,15571,Auburn
259,280000.0,3,2.5,1600,4271,2.0,NONE,Average,7,1600,2000,1700,4746,Auburn
260,295000.0,3,2.5,1940,10350,1.0,NONE,Average,7,1420,1979,1810,7800,Auburn
261,338500.0,4,2.5,2717,4513,2.0,NONE,Average,8,2717,2005,2550,4841,Auburn
262,250000.0,3,1.75,1780,35233,1.0,NONE,Good,8,1420,1979,1950,17334,Auburn
263,245000.0,4,2.5,1700,4268,2.0,NONE,Average,7,1700,2000,1700,4488,Auburn
264,237000.0,3,1.5,1800,9216,1.0,NONE,Good,7,1800,1950,1400,10022,Auburn
265,234950.0,3,2.0,1430,10850,1.0,NONE,Average,7,1430,1994,1610,8015,Auburn
266,278000.0,3,1.75,2710,9088,1.0,NONE,Good,7,2060,1965,1690,10454,Auburn
267,210000.0,3,1.0,1730,7210,1.0,NONE,Average,7,1430,1963,1820,7210,Auburn
268,150000.0,3,1.0,1310,9612,1.0,NONE,Average,7,960,1962,1310,9812,Auburn
269,190000.0,4,2.5,1840,13493,2.0,NONE,Average,7,1840,1994,1430,11463,Auburn
270,182500.0,3,1.0,910,7194,1.0,NONE,Good,7,910,1971,1530,7200,Auburn
271,175000.0,3,1.75,1910,17003,1.5,NONE,Good,8,1910,1963,1820,14806,Auburn
272,299000.0,3,1.75,1910,17003,1.5,NONE,Good,8,1910,1963,1820,14806,Auburn
273,197000.0,3,1.75,1690,7735,1.0,NONE,Good,7,1060,1976,1580,7503,Auburn
274,305000.0,4,1.75,2370,10140,1.0,NONE,Average,7,1460,1968,1450,7800,Auburn
275,287600.0,3,2.5,1950,8251,2.0,NONE,Average,7,1950,1990,1540,8588,Auburn
276,258000.0,3,2.0,1790,7879,1.5,NONE,Average,7,1790,1998,1790,7879,Auburn
277,199500.0,3,1.0,920,9812,1.0,NONE,Good,7,920,1962,1188,9812,Auburn
278,220000.0,3,1.5,1660,15600,2.0,NONE,Average,7,1660,1981,1660,14400,Auburn
279,179900.0,3,1.75,1230,12000,1.0,NONE,Average,6,1230,1970,1550,12000,Auburn
280,270000.0,2,1.0,1780,81021,1.0,GOOD,Good,9,1780,1954,1780,26723,Auburn
281,425000.0,3,2.5,2650,12247,2.0,NONE,Average,9,2650,2002,2920,8965,Auburn
